id,sentence,script_type
51354,您想要果汁嗎？,traditional
51355,Tom喝果汁。,neutral
51356,孩子們喜歡喝果汁。,traditional
51357,你有哪種果汁？,traditional
51358,我有咖啡、茶、水跟新鮮果汁。,traditional
51359,我想要一點柳橙汁。,traditional
51360,我喜歡牛奶更勝果汁。,traditional
51361,那個女孩喝柳橙汁。,traditional
51362,Tom喝我的蘋果汁。,traditional
51363,Tom正在喝蘋果汁。,traditional
51364,我的蘋果汁在哪?,traditional
51365,這個蘋果汁是純的。,traditional
51366,Daniel正在做芒果汁。,neutral
51367,这是我的心。,neutral
51368,我去问汤姆。,simplified
51369,如果你能来，我会很高兴。,simplified
51370,法语说得快，我就难以理解。,simplified
51371,湯姆很會預測選舉結果。,traditional
51372,戰爭結束的時候，我已經在軍隊裡待了一箇月。,traditional
51373,他在紐約的事業十分成功。,traditional
51374,你姐姐的狗叫什麼名字？,traditional
51375,聰明的領袖知道什麼時候要聽取他人意見。,traditional
51376,你要適應東京擁擠的列車。,traditional
51377,人不是单靠面包活着的。,neutral
51378,汤姆知道你在这里工作吗？,simplified
51379,让我们假设她在这里。,simplified
51380,我们需要买新电视机。,simplified
51381,我喜歡起泡的、水果味的酒。,traditional
51382,再等就完全是浪费时间了。,simplified
51383,我在肝裡給你留了箇地方，酒精啊。,traditional
51384,你聽說他終於回到家了嗎？,traditional
51385,全告訴他。,traditional
51386,你能把那些書給我嗎？,traditional
51387,你能給我那些書嗎？,traditional
51388,你碰巧认识了布朗教授吗？,simplified
51389,我对此感兴趣。,simplified
51390,這教授因爲箇人原因拒絕了我！,traditional
51391,我们有一个吗？,simplified
51392,我想学罗马尼亚语。,simplified
51393,我想让你明天回波士顿。,simplified
51394,“我丢了钱包。”约翰叹息道。,simplified
51395,不是谁都能成为诗人。,simplified
51396,我以前常熬夜。,neutral
51397,这是场长久的战争。,simplified
51398,这句子被删除了。,neutral
51399,这建筑物右边是学校。,simplified
51400,他为了钱抛弃自己的原则。,simplified
51401,我不会丢下你。,neutral
51402,海洋的深层仍然几乎未被探索。,simplified
51403,这超市是开着的。,neutral
51404,你臉色蒼白。,traditional
51405,我给你买个新的。,simplified
51406,琳达是大会的参赛者之一。,simplified
51407,为什么没有世界和平？,simplified
51408,你能修好它，不是么？,neutral
51409,汤姆和玛丽都有马尾辫。,simplified
51410,国际工艺及工业产品博览会从今天起迎接访客。,simplified
51411,我见她在人行道上走。,simplified
51412,在这场音乐会上观众有很多。,simplified
51413,这实在不合适。,neutral
51414,有陷阱。,neutral
51415,托马斯给玛丽饮料。,simplified
51416,汤姆从来不富裕。,simplified
51417,你要我们做的不可能完成。,simplified
51418,我想让你呆在原地。,simplified
51419,我和你一样好奇。,simplified
51420,你在開玩笑吧。,traditional
51421,這檔案在哪也找不到。,traditional
51422,需要大量水。,neutral
51423,他吃完排骨又點了一份。,traditional
51424,我現在能回家嗎？,traditional
51425,小點聲叫喚！,traditional
51426,湯姆是瑪麗的繼子。,traditional
51427,旅行社會爲你安排去安達盧西亞的旅行。,traditional
51428,她比我大三歲。,traditional
51429,我必須藏起來。,traditional
51430,聽起來沒勁。,traditional
51431,我想問你關於湯姆的問題。,traditional
51432,白蚁吃木头。,neutral
51433,汤姆用划艇过了河。,simplified
51434,你去了几回？,neutral
51435,你跟汤姆说话了吗？,simplified
51436,我得阻止她。,neutral
51437,我很确定汤姆住在公园街。,simplified
51438,神造人的时候是晚上。,neutral
51439,真糟糕！,neutral
51440,这水不能喝。,neutral
51441,这根本不是确定的。,neutral
51442,汤姆在湖边小屋里过了一晚上。,simplified
51443,没有剩余的盐了。,simplified
51444,我不知道你不喜欢汤姆的理由。,simplified
51445,我们需要提价。,simplified
51446,汤姆相信超自然现象。,simplified
51447,我折了架紙飛機。,traditional
51448,我打算明年去美国。,simplified
51449,我穿这裙子合身吗？,simplified
51450,我们应该让你休息一下。,simplified
51451,现在我真是个老人。,simplified
51452,留着你的钱吧，我不想要它。,simplified
51453,我把它给他们了。,simplified
51454,我处理这事有困难。,simplified
51455,我们不刷盘子。,simplified
51456,抓住汤姆，别让他跑了。,simplified
51457,我妈妈给我量体温。,simplified
51458,她嫁给了个有钱老头。,simplified
51459,我好喜欢雪。,neutral
51460,中松为自己的愚蠢问题苦笑。,simplified
51461,進來吧，就跟在家一樣。,traditional
51462,出什么事了？公寓里全是水。,neutral
51463,我在调查一宗谋杀案。,simplified
51464,好，到时见。,simplified
51465,那会花很多时间。,simplified
51466,他们怕我。,simplified
51467,别再让我做那事了。,simplified
51468,他准会忘。,neutral
51469,据我所知，这本书尚未被翻译成日语。,simplified
51470,不论我做什么，她都说我能做得更好。,simplified
51471,汤姆双手捧着个小盒子。,simplified
51472,吃爆米花可能比吃薯条更健康。,simplified
51473,他爱过她。,simplified
51474,他步行上学。,simplified
51475,你有种奇怪的幽默感。,neutral
51476,他不仅社会学毕业，还有哲学。,simplified
51477,我厌倦了听汤姆抱怨。,simplified
51478,汤姆和你年纪相仿。,simplified
51479,你哪里吓到他了？,neutral
51480,护士轻柔地给我的头缠上绷带。,simplified
51481,你喜欢什么样的食物？,simplified
51482,我喜欢在纽约第五大街购物。,simplified
51483,他们比我们先开始。,simplified
51484,他移动了家具。,neutral
51485,他跟我们不是一伙的。,simplified
51486,我爸爸喜欢网球。,neutral
51487,他们拿到了奖品。,simplified
51488,期末考试临近，所以我很忙。,simplified
51489,我说我爱你时是认真的。,simplified
51490,你有能让我借用的铲子吗？,simplified
51491,有空就读这本书吧。,simplified
51492,你为什么戴那条围巾？,simplified
51493,澳大利亚是世界第五大煤炭产地。,simplified
51494,我今天才知道那事。,neutral
51495,我能坐在你旁边吗？,simplified
51496,他经常看杯底。,simplified
51497,你認識那箇哭著的男孩嗎？,traditional
51498,很多人想彈劾尼克松總統。,traditional
51499,我喜欢鱼。,simplified
51500,鷹的一隻翅膀斷了。,traditional
51501,汤姆没跟任何人结婚。,simplified
51502,胡子不长在前额上。,simplified
51503,把枪给我。,simplified
51504,给我枪。,simplified
51505,我只吃自己种的蔬菜。,neutral
51506,这条规则可以按不同方式解释。,simplified
51507,钥匙在哪都找不到。,simplified
51508,你的狗叫什么名字？,neutral
51509,我听见噪音。,simplified
51510,我只需要点阿司匹林.,neutral
51511,我不知道你在这里工作。,neutral
51512,你的论据很蠢。,simplified
51513,你去学校。,simplified
51514,我住的房子是旧的。,simplified
51515,我难以解决这问题。,simplified
51516,他说话咬舌。,simplified
51517,她已经不是五年前的样子了。,simplified
51518,我强力推荐它。,neutral
51519,他不打電話給我，真沒禮貌。,traditional
51520,他去車站送爺爺了。,traditional
51521,你爲什麼在乎這事？,traditional
51522,我不想讓你再見到我女兒。,traditional
51523,你在聖誕節給你女朋友買什麼？,traditional
51524,冰雹打壞了莊稼。,traditional
51525,她總是找他的毛病。,traditional
51526,你見過新來的那家鄰居了嗎？,traditional
51527,這兩封信是誰寫的？,traditional
51528,他在參加會議。,traditional
51529,我要參加會議。,traditional
51530,我像風一樣飛。,traditional
51531,你可以在這裡停車。,traditional
51532,牛供給我們好奶。,traditional
51533,你爲什麼打電話給我？,traditional
51534,我們會買麵包。,traditional
51535,時間匆匆經過。,traditional
51536,我們到達志賀高原時會下雪。,traditional
51537,湯姆不喜歡網球，從來都不喜歡。,traditional
51538,我被這景色深深迷住了。,traditional
51539,有時候我自己辦不了。,traditional
51540,湯姆嚼鉛筆。,traditional
51541,我想跟你老板谈。,simplified
51542,湯姆喝咖啡放很多糖和奶油。,traditional
51543,昨天我變成了神，但沒意思，所以今天我變成了鬼。,traditional
51544,我們有一箇人要去。,traditional
51545,我跟湯姆問好的時候，他躲在他媽媽身後。,traditional
51546,她给我惹了很多麻烦。,simplified
51547,你应该说得更清楚。,simplified
51548,她沒喝夠母乳。,traditional
51549,他的阿姨有三隻貓。,traditional
51550,他们把他奉为领袖。,simplified
51551,我们准备刷墙。,simplified
51552,别折磨他。,neutral
51553,你认为我们要等多长时间？,simplified
51554,汤姆想离开。,simplified
51555,我认为你应该在这里开个账户。,simplified
51556,这新生儿有了个好听名字。,neutral
51557,我感觉我来过这里。,simplified
51558,總是把事情拖到最後。,traditional
51559,報名時間已經過了。,traditional
51560,有二十五座的車嗎？,traditional
51561,明天的參觀將持續一個小時左右。,traditional
51562,你們需要準備一個Ｂ計畫。,traditional
51563,汤姆也有一个。,simplified
51564,讓他們鬧去。,traditional
51565,現在有請丹尼爾講話。,traditional
51566,現在有请丹尼爾致辭。,ambiguous
51567,這點例句是不夠的。,traditional
51568,每個人都會有犯錯誤的時候。,traditional
51569,我想學德語，但是我沒有時間。,traditional
51570,你有一隻鳥嗎？,traditional
51571,這是食物。,traditional
51572,去年之後我們就沒有得到有關他的任何消息。,traditional
51573,去年之後，我們對他一無所知。,traditional
51574,湯姆從來就不是我的朋友。,traditional
51575,那個男人在路邊鬼鬼祟祟地遊蕩。,traditional
51576,湯姆看上去像個聰明人。,traditional
51577,他不聽我說話。,traditional
51578,我們沒在打架。,traditional
51579,我已經準備好跟隨你了。,traditional
51580,你還在那裡嗎？,traditional
51581,那個時候，她在和她的妹妹玩耍。,traditional
51582,他要修理一下這個鐘。,traditional
51583,你知道這花的名字嗎？,traditional
51584,菲律賓去年地震和海嘯造成了超過6000人的死亡。,traditional
51585,你是從哪裡上公交車的？,traditional
51586,你們的效率太低了。,traditional
51587,都一天了，你居然還沒有開始！,traditional
51588,我是西伯利亞人。,traditional
51589,你們的車真快。,traditional
51590,我哥哥成了牧師。,traditional
51591,湯姆就不該做那事。,traditional
51592,你不该再喝酒了。,simplified
51593,我知道南希的一些朋友。,neutral
51594,据我所知，他靠得住。,neutral
51595,她一定坐错公交车了。,simplified
51596,汤姆和我的共同点比我想的要多。,simplified
51597,玛丽亚在波士顿。,simplified
51598,他们是分不开的。,simplified
51599,我来自四国。,simplified
51600,他們都做了。,traditional
51601,他没出席会议。,simplified
51602,她全身穿黑色。,neutral
51603,总督亲自出现在电视上。,simplified
51604,你脸上有东西。,simplified
51605,我能为自己说话。,simplified
51606,告诉我你想让我给你买什么。,simplified
51607,那么多钢笔！,simplified
51608,我的手指麻了。,neutral
51609,爱不是无限的资源。,simplified
51610,“你能动一下吗？”“哦，对不起，我不知道自己占了那么多空间。”,simplified
51611,这是你的地方？,neutral
51612,汤姆醒来发现自己在一个奇怪的房间里。,simplified
51613,他们没有理由饿着。,simplified
51614,他负债了。,simplified
51615,你为什么回来？,simplified
51616,我们为他的无礼道歉。,simplified
51617,法国毗邻意大利。,simplified
51618,你的想法难以实践。,simplified
51619,我十一点上床。,neutral
51620,我打错字了。,simplified
51621,我才是那个想和你在一起的人！,neutral
51622,他指控了她。,neutral
51623,你这个吝啬的老头。,simplified
51624,黑暗对我有利。,neutral
51625,你不应该在学习吗？,simplified
51626,我们不能丢下他。,simplified
51627,请帮我找到他。,simplified
51628,我说服不了他们。,simplified
51629,现在有票。,simplified
51630,她忍住了眼泪。,neutral
51631,請在美容院裡享受輕鬆安靜的時光吧。,traditional
51632,他想要正义。,neutral
51633,我也紧张。,simplified
51634,参与者大部分是女性。,simplified
51635,今天我们的人造卫星正在环绕地球运转。,simplified
51636,不能这样！,simplified
51637,我要打几个电话。,simplified
51638,我是据我所知最懒的人。,simplified
51639,你對我完全沒有感覺嗎？,traditional
51640,他們受到的對待公正嗎？,traditional
51641,有人看到他離開嗎？,traditional
51642,我要失去什麼？,traditional
51643,这工作报酬很高。,neutral
51644,汤姆一般不吃早饭。,simplified
51645,我知道你会找到汤姆。,simplified
51646,你最好放松。,neutral
51647,你要是没出生就好了。,neutral
51648,湯姆去世多年了。,traditional
51649,她锻炼时扭伤了脚踝。,simplified
51650,离这家伙远点。,simplified
51651,那名字是肯。,neutral
51652,那女士容忍了那男人。,neutral
51653,事业会很快重振。,simplified
51654,箱子不是空的。,neutral
51655,你应该把这句话放进括号。,simplified
51656,国王光着呢！,simplified
51657,我想让你找到他们。,simplified
51658,那是汤姆承诺的。,simplified
51659,我还是一直想着他。,neutral
51660,他去过夏威夷几次。,neutral
51661,他聪明得很。,simplified
51662,湯姆要到那里去，對吧？,traditional
51663,你是位了不起的女性。,neutral
51664,我没时间了。,simplified
51665,校长想跟你谈话。,simplified
51666,汤姆告诉玛丽她是对的。,simplified
51667,我问你你在想什么。,simplified
51668,我起床早。,neutral
51669,汤姆说得多快啊！,simplified
51670,我要摆脱这一切。,simplified
51671,我很抱歉我没有打电话。,simplified
51672,我知道我会赢。,simplified
51673,汤姆还不清楚要不要上大学。,simplified
51674,汤姆需要更新他的网站。,simplified
51675,我十分感谢你的好意。,simplified
51676,在这种情况下，形容词放在名词前面。,simplified
51677,我摘下帽子进了教堂。,simplified
51678,汤姆拿了玛丽给他的音乐会票。,simplified
51679,我想去商场。,simplified
51680,近来进入三伏天了。,simplified
51681,别想吓唬我。,neutral
51682,我什么都欠汤姆的。,simplified
51683,我接到了她的电话。,simplified
51684,瑪麗是在16小時跨大陸飛行中早產出生的。,traditional
51685,只有你能保護他們。,traditional
51686,你可以在地上挖土。,neutral
51687,我在考試時犯了些錯。,traditional
51688,我住在希爾頓賓館。,traditional
51689,你很能幹。,traditional
51690,汤姆没有朋友吗？,simplified
51691,你为什么决定学法文了？,simplified
51692,马克给他的儿子买了辆车。,simplified
51693,我刚跟汤姆的一些朋友吃了晚饭。,simplified
51694,你必須自己去國外。,traditional
51695,你给他们的钱会用到好处。,simplified
51696,汤姆的严酷考验远没有结束。,simplified
51697,我們一定會調查它。,traditional
51698,愚蠢骑着没有闸的单车。,simplified
51699,我不是百分之百确定。,neutral
51700,处理玛丽的健康问题对汤姆来说不容易。,simplified
51701,我担心他。,neutral
51702,他去过很多地方。,neutral
51703,人要爱他人。,simplified
51704,这条路连接东京和大阪。,ambiguous
51705,這是被警察認爲有嫌疑的男子。,traditional
51706,祝你成功！,neutral
51707,這對雙胞胎沒法區分。,traditional
51708,湯姆每天都要在工作時說法語。,traditional
51709,我們是不是該退一步，免得倒下？,traditional
51710,你是認真的嗎？,traditional
51711,湯姆要競選市長。,traditional
51712,有三票反對。,traditional
51713,女士們，先生們，由於機場的意外情況，我們的著陸將被推遲。,traditional
51714,我不知道它是好是壞。,traditional
51715,汤姆会听从我的建议。,simplified
51716,你能让我看看吗？,simplified
51717,他是一个放射科医生。,neutral
51718,今天夏令時結束了。,traditional
51719,在沒有水和氧氣的狀態下是不可能存活的。,traditional
51720,汤姆和我是好朋友。,simplified
51721,汤姆进去我家里了。,simplified
51722,我要一条鱼。,simplified
51723,这个理论很有争议。,simplified
51724,这个老房子闹鬼。,simplified
51725,我所有的朋友都会到那儿。,neutral
51726,汤姆可能已经走了。,simplified
51727,汤姆下棋下得很好。,simplified
51728,汤姆拉小提琴拉得很好。,simplified
51729,我喜歡足球。,traditional
51730,化學給了我們塑膠。,traditional
51731,汤姆没给我我跟他要的。,simplified
51732,给我点水吧，行行好。,simplified
51733,我確實同意你的想法。,traditional
51734,我的老闆讓我很忙。,traditional
51735,我是芬兰人，但我也说瑞典语。,simplified
51736,她跟他到家，知道他住哪。,neutral
51737,這花聞著香甜。,traditional
51738,他們不錯。,traditional
51739,我们不能不战而降。,simplified
51740,你吃过饭了吗,simplified
51741,你吃过饭了没,simplified
51742,你吃过饭了没有,simplified
51743,吃过饭了吗,simplified
51744,吃过饭了没？,simplified
51745,吃过饭了没有？,simplified
51746,不用担心,neutral
51747,您不用担心,neutral
51748,这是锤子。不是我的，借一个朋友的。,simplified
51749,那是車站嗎？,traditional
51750,我住在羅馬。,traditional
51751,你应该做笔记。,simplified
51752,他打出租车以及时赶到。,simplified
51753,她醒来了。,simplified
51754,我已经让汤姆去做它了。,simplified
51755,我们等了好几个小时，但他没来。,simplified
51756,我们可能永远不知道。,simplified
51757,后天见。,simplified
51758,啊！我沒有騙自己！,traditional
51759,東家說要提高租金。,traditional
51760,我們要讀很多書。,traditional
51761,湯姆在做炸薯條。,traditional
51762,長著鬍子的是湯姆。,traditional
51763,我知道。我就在那裡。,neutral
51764,湯姆點頭同意。,traditional
51765,他發自肺腑地笑了。,traditional
51766,別浪費時間。,traditional
51767,不要害怕活著。要相信生命是有價值的，你的信念會使之成真。,traditional
51768,你對了一部分。,traditional
51769,我会在那之前见他。,simplified
51770,友好點。,traditional
51771,汤姆和玛丽很饿。,simplified
51772,汤姆载玛丽去波士顿。,simplified
51773,你记得自己该买蜡烛吗？,simplified
51774,我不敢相信汤姆那么做了。,simplified
51775,多年后我在街上偶遇了他。,neutral
51776,她需要上英语补习班。,simplified
51777,她的紧张值得注意。,simplified
51778,我不想再见到他们。,simplified
51779,他没听。,neutral
51780,你应该对邻居好点。,simplified
51781,我花800日元买了这本书。,simplified
51782,這畫不錯。,traditional
51783,她也学习汉语。,simplified
51784,我从没认为你错了。,simplified
51785,汤姆是在下个星期一回来吗？,simplified
51786,我的哥哥是很狂热的足球迷。,neutral
51787,我真是惊讶。,simplified
51788,我会帮他。,neutral
51789,我能找到的都在那。,neutral
51790,你看来不大高兴。,simplified
51791,他们报告目击了事故。,simplified
51792,他昨天讲了你的事。,simplified
51793,这要花时间。,simplified
51794,你要在波士頓待多久？,traditional
51795,他有一张只有母亲爱的脸。,simplified
51796,能讓我用用嗎？,traditional
51797,你看箇毛呢？,neutral
51798,這學年結束了。,traditional
51799,我把雨傘落在這裡了嗎？,traditional
51800,湯姆走下山坡。,traditional
51801,你看這看了多少次？,traditional
51802,这是我度过的最好的夜晚之一。,neutral
51803,我沒能讓他認識到錯誤。,traditional
51804,他心情好就去散步。,neutral
51805,我想成为决策的人。,simplified
51806,我确实在这里丢了东西。,simplified
51807,我所爱的是白皙红润，千里挑一的。,simplified
51808,啊，我幹了啥？我幹了啥？,traditional
51809,他们不会找到汤姆。,simplified
51810,汤姆是建筑师。,simplified
51811,我們有很多事要做。,traditional
51812,湯姆企圖刺我。,traditional
51813,我们有自己的问题要解决。,simplified
51814,汤姆一定很能讲。,simplified
51815,我们有许多未完成的事。,simplified
51816,汤姆睡到中午。,simplified
51817,我们要达成一些协定。,simplified
51818,汤姆说他爱我。,simplified
51819,我们要继续我们的工作。,simplified
51820,我三天以来没吃一点东西。,simplified
51821,我有个不错的想法。,simplified
51822,我有很多朋友住在波士顿。,simplified
51823,汤姆说他累了。,simplified
51824,他怀念波士顿。,simplified
51825,不是所有外星人都坏。,neutral
51826,汤姆对我来说很重要。,simplified
51827,我在公交车上睡觉了。,simplified
51828,汤姆说他乐意做这事。,simplified
51829,谁能揭开海洋的奥秘？,simplified
51830,“好人不长命”是句或真或假的老话。,simplified
51831,她不会活太久。,neutral
51832,一起吃晚饭吧。,simplified
51833,你不想让我们看见什么？,simplified
51834,你想让我再说什么？,simplified
51835,我从没见过你这么高兴。,simplified
51836,没人会讲。,simplified
51837,他不在这里。,neutral
51838,我能等奇跡發生，是不是？,traditional
51839,你能帮我把这译成法语吗？,simplified
51840,汤姆说他没准备好，但玛丽说她准备好了。,simplified
51841,湯姆是我要找的人。,traditional
51842,你不需要做这事。,neutral
51843,我们应该每天都学英语。,simplified
51844,湯姆雖然說了一套，但依然懷疑瑪麗。,traditional
51845,我孤单的时候总会想起他。,simplified
51846,汤姆忘了做作业。,simplified
51847,汤姆今早出发晚了。,simplified
51848,“那是女人的工作”，湯姆說。,traditional
51849,你摔坏过你的眼镜吗？,simplified
51850,汤姆把玛丽放到他的摩托车背上送到医院。,simplified
51851,我不能让那事发生。,simplified
51852,我确定汤姆想来。,simplified
51853,我被雷劈了。,neutral
51854,那就是你，不是么？,neutral
51855,早睡早起对你的健康和容貌都很有好处。,simplified
51856,他星期一去了烏魯木齊，第二天回來了。,traditional
51857,我们就此扯平。,simplified
51858,把我們想知道的都說說。,traditional
51859,注意。,neutral
51860,別倚著牆。,traditional
51861,這是棵很高的樹。,traditional
51862,為什麼我們糾纏細枝末節而不進入正題呢？,traditional
51863,今天我本打算在圖書館學習，但到12點左右才醒。,traditional
51864,這箇政客是典型的香檳社會主義者。,traditional
51865,莎倫發現自己要生小孩。,traditional
51866,汤姆得出无论他做什么，玛丽都不会喜欢的结论。,simplified
51867,汤姆不能说明玛丽遇害那天自己在哪里。,simplified
51868,你真的相信那发生了吗？,simplified
51869,汤姆不敢求助。,simplified
51870,我每个星期日礼拜完都买甜甜圈。,simplified
51871,汤姆求我让他早点回家。,simplified
51872,你一般中午饭吃什么？,simplified
51873,要是那灯泡不照我的眼就好了。,neutral
51874,我會仔細考慮。,traditional
51875,医生们警告我们可能的危险。,simplified
51876,再见，祝好运。,simplified
51877,在我生日那天，朋友讓我喝酒，我大鬧一番。,traditional
51878,英格兰是足球、鱼和薯片，还有女王的同义词。,simplified
51879,湯姆花了大半箇早晨整理辦公室。,traditional
51880,他知道他们是谁。,simplified
51881,别告诉我的男朋友。,simplified
51882,那是汤姆的妈妈。,simplified
51883,我不那么在意。,neutral
51884,我刚说了很蠢的话。,simplified
51885,你真信吗？,simplified
51886,我要去饮马。,simplified
51887,玛丽毁了我。,simplified
51888,我不知道故事的结局。,simplified
51889,我從沒有在農場住，但我的父母都在農場長大。,traditional
51890,我給了湯姆一箇。,traditional
51891,我需要尽快完成。,neutral
51892,法国女人漂亮。,simplified
51893,汤姆对我一直很好。,simplified
51894,有个数学教师说：“有了计算器，孩子可以得出正确结果，但根本不知道怎么得来的。”,simplified
51895,我们该步行吗？,simplified
51896,汤姆应该更清楚。,simplified
51897,汤姆想见我。,simplified
51898,汤姆是个乡巴佬。,simplified
51899,我昨晚睡了五小时。,neutral
51900,可以等我們一下嗎？,traditional
51901,我的问题是我不信任你。,simplified
51902,新生的長頸鹿搖晃著腿跌跌撞撞地走。,traditional
51903,汤姆提出其他建议了吗？,simplified
51904,你要伤害她吗？,simplified
51905,我不是在說他。,traditional
51906,你在那里干什么？,neutral
51907,他的瘫痪正在恶化，不久他就不能下床了。,simplified
51908,汤姆为他怀孕的妻子骑行30千米到商店买草莓。,simplified
51909,桌上有些书。,simplified
51910,“我会回来，”汤姆说。,simplified
51911,让我们享受这平静和安宁。,simplified
51912,我过了难挨的一天。,neutral
51913,好奇是哲学家的本性。,simplified
51914,我要向你学习很多。,simplified
51915,她用茶匙搅她的咖啡。,simplified
51916,死一千次也不够他应受的。,neutral
51917,汤姆看来难缠。,simplified
51918,反社会者极少为他们的罪行显露懊悔或有罪恶的感觉。,simplified
51919,我覺得湯姆知道怎麼玩麻雀。,traditional
51920,丹在与琳达见面前打了几乎一年电话。,simplified
51921,我还在看。,neutral
51922,汤姆是机器人。,simplified
51923,你九点上班。,neutral
51924,昨天星期几?,neutral
51925,你什么都知道，对吗？,simplified
51926,对我来说，这不是问题。,simplified
51927,你们学习吗？,simplified
51928,他告訴我不論發生什麼，他都準備好了。,traditional
51929,我們如同坐在火山口上。,traditional
51930,麥格激動不已。,traditional
51931,应该更谨慎地处理它。,simplified
51932,航空专家详细分析了统计数据。,simplified
51933,在新加坡的街道上扔垃圾会被罚款。,simplified
51934,相互理解能促进和平。,simplified
51935,你只有惹事最能。,neutral
51936,我在那商店花低價買了臺錄像機。,traditional
51937,看来他会在下个月来。,simplified
51938,單有卡其褲，還成不了冒險家。,traditional
51939,汤姆给自己浇凉水以清醒过来。,simplified
51940,湯姆把酒店訂單取消了。,traditional
51941,汤姆不能决定买丰田还是福特。,simplified
51942,汤姆哄玛丽做他的作业。,simplified
51943,我怀疑汤姆知道玛丽已婚。,simplified
51944,那全是幻觉吗？,simplified
51945,别在吃饭时读书。,simplified
51946,湯姆是箇誠實的孩子。,traditional
51947,在人類自我毀滅的邊緣，第一次接觸成了福音。,traditional
51948,還沒怎麼準備好。,traditional
51949,這是箇蛋。,traditional
51950,汤姆星期五闲着。,simplified
51951,没人想去我的国家。,simplified
51952,她拒绝我们的邀请很不礼貌。,simplified
51953,我觉得汤姆听说过我们。,simplified
51954,找到好东西了？,simplified
51955,汤姆告诉了他。,simplified
51956,我们必须介入。,simplified
51957,真糟糕。,neutral
51958,真好。,neutral
51959,我们没有打断。,simplified
51960,每一页都是冒险。,simplified
51961,我看那糟透了。,neutral
51962,我看你该做这交易。,simplified
51963,我是见汤姆的最后一个。,simplified
51964,他们担心。,simplified
51965,问题是他没钱。,simplified
51966,我需要胶水。,simplified
51967,汤姆试着控制他的情绪。,simplified
51968,有个小伙子在我的瑜伽班里。,neutral
51969,猴子喜欢香蕉。,neutral
51970,汤姆被警察盘问。,simplified
51971,汤姆建议我换我的门锁。,simplified
51972,下一个给你。,simplified
51973,这是鸟类庇护所。,simplified
51974,该由我告诉汤姆。,simplified
51975,至少告诉我们你要去哪里。,simplified
51976,能再告诉我一点吗？,simplified
51977,你可以给我画张画。,simplified
51978,有人打汤姆了吗？,simplified
51979,汤姆回到了他的卧室。,simplified
51980,汤姆可能还在学法语。,simplified
51981,汤姆最近压力特别大。,simplified
51982,你有多余的钥匙吗？,simplified
51983,你跟你的女朋友见面以来有多久了？,simplified
51984,如果汤姆还活着呢？,simplified
51985,他们爱她。,simplified
51986,没人要伤害你。,neutral
51987,我给他镇静剂。,simplified
51988,要不我们找时间喝一顿。,simplified
51989,我們牽過一次手。,traditional
51990,我知道怎么设陷阱。,simplified
51991,为什么我们不能要比萨？,simplified
51992,我不想听解释。,simplified
51993,我想学阿拉伯语。,simplified
51994,他给他四美元。,simplified
51995,我准备再前进一点。,simplified
51996,我认为它错了。,simplified
51997,消防員到達竝發現了起火的房子。,traditional
51998,非洲地松鼠互帮互助，对其他哺乳动物没有攻击性。,simplified
51999,我们尽我们所能。,simplified
52000,她在校外見到沒家的人住紙板箱。,traditional
52001,我們應該讀报紙，不落後於時代。,traditional
52002,我开车去办公室。,simplified
52003,孩子感冒了。,neutral
52004,小孩感冒了。,neutral
52005,汽车很危险。,simplified
52006,明天晚上他们都去北京大学上课。,simplified
52007,我是德国人。,simplified
52008,你回来了。,simplified
52009,他回来了。,simplified
52010,她回来了。,simplified
52011,他在睡觉。,simplified
52012,她在睡觉。,simplified
52013,我在睡觉。,simplified
52014,你在睡觉。,simplified
52015,我们在睡觉。,simplified
52016,你们在睡觉。,simplified
52017,他要睡觉了。,simplified
52018,她要睡觉了。,simplified
52019,我们要睡觉了。,simplified
52020,你们要睡觉了。,simplified
52021,他们要睡觉了。,simplified
52022,他害怕。,neutral
52023,她害怕。,neutral
52024,我们害怕。,simplified
52025,你们害怕。,simplified
52026,他们害怕。,simplified
52027,她们害怕。,simplified
52028,不要怕。,neutral
52029,他在工作。,neutral
52030,她在工作。,neutral
52031,你在工作。,neutral
52032,她们在工作。,simplified
52033,他们在工作。,simplified
52034,你们在工作。,simplified
52035,您在工作。,neutral
52036,他不来了。,simplified
52037,她不来了。,simplified
52038,你不来了。,simplified
52039,我不来了。,simplified
52040,我们不来了。,simplified
52041,你们不来了。,simplified
52042,你没吃。,neutral
52043,你没有吃。,neutral
52044,他没吃。,neutral
52045,他没有吃。,neutral
52046,她没吃。,neutral
52047,她没有吃。,neutral
52048,它没吃。,neutral
52049,它没有吃。,neutral
52050,我们没吃。,simplified
52051,你们没吃。,simplified
52052,您没吃。,neutral
52053,他们没吃。,simplified
52054,她们没吃。,simplified
52055,我们没有吃。,simplified
52056,她们没有吃。,simplified
52057,他们没有吃。,simplified
52058,它们没有吃。,simplified
52059,它们没吃。,simplified
52060,你在读书。,simplified
52061,他在读书。,simplified
52062,我们在读书。,simplified
52063,你们在读书。,simplified
52064,您在读书。,simplified
52065,他们在读书。,simplified
52066,她们在读书。,simplified
52067,他会死。,neutral
52068,她会死。,neutral
52069,他不会死。,neutral
52070,她不会死。,neutral
52071,我们不会死。,simplified
52072,你们不会死。,simplified
52073,您不会死。,neutral
52074,他们不会死。,simplified
52075,她们不会死。,simplified
52076,我死了。,neutral
52077,你死了。,neutral
52078,我们死了。,simplified
52079,你们死了。,simplified
