id,sentence,script_type,char_pinyin_pairs
49975,我想要你睡在它上边。,neutral,我:wo3|想:xiang3|要:yao4|你:ni3|睡:shui4|在:zai4|它:ta1|上:shang4|边:bian1|。:
49976,你有很多笔吗？,simplified,你:ni3|有:you3|很:hen3|多:duo1|笔:bi3|吗:ma|？:
49977,我不想再失去你。,neutral,我:wo3|不:bu4|想:xiang3|再:zai4|失:shi1|去:qu4|你:ni3|。:
49978,汤姆请玛丽允许他早走。,simplified,汤:tang1|姆:mu3|请:qing3|玛:ma3|丽:li4|允:yun3|许:xu3|他:ta1|早:zao3|走:zou3|。:
49979,你没有保护我。,simplified,你:ni3|没:mei2|有:you3|保:bao3|护:hu4|我:wo3|。:
49980,我们去看了比赛。,simplified,我:wo3|们:men|去:qu4|看:kan4|了:le|比:bi3|赛:sai4|。:
49981,汤姆决定不再等了。,simplified,汤:tang1|姆:mu3|决:jue2|定:ding4|不:bu4|再:zai4|等:deng3|了:le|。:
49982,在考试的时候，汤姆作弊抄了玛丽的答案。,simplified,在:zai4|考:kao3|试:shi4|的:de|时:shi2|候:hou4|，:|汤:tang1|姆:mu3|作:zuo4|弊:bi4|抄:chao1|了:le|玛:ma3|丽:li4|的:de|答:da2|案:an4|。:
49983,你必须积极主动。,simplified,你:ni3|必:bi4|须:xu1|积:ji1|极:ji2|主:zhu3|动:dong4|。:
49984,汤姆试过还回泳衣来换成更大一号的，但是员工告诉他那是不被允许的。,simplified,汤:tang1|姆:mu3|试:shi4|过:guo4|还:hai2|回:hui2|泳:yong3|衣:yi1|来:lai2|换:huan4|成:cheng2|更:geng4|大:da4|一:yi1|号:hao4|的:de|，:|但:dan4|是:shi4|员:yuan2|工:gong1|告:gao4|诉:su4|他:ta1|那:na4|是:shi4|不:bu4|被:bei4|允:yun3|许:xu3|的:de|。:
49985,难不成你漏了什么了？,neutral,难:nan2|不:bu4|成:cheng2|你:ni3|漏:lou4|了:le|什:shen2|么:me|了:le|？:
49986,难道你不想念什么吗？,simplified,难:nan2|道:dao4|你:ni3|不:bu4|想:xiang3|念:nian4|什:shen2|么:me|吗:ma|？:
49987,汤姆买不起这个东西。,simplified,汤:tang1|姆:mu3|买:mai3|不:bu4|起:qi3|这:zhe4|个:ge|东:dong1|西:xi1|。:
49988,要下雨了，我敢肯定。,neutral,要:yao4|下:xia4|雨:yu3|了:le|，:|我:wo3|敢:gan3|肯:ken3|定:ding4|。:
49989,我从没见过汤姆那么生气。,simplified,我:wo3|从:cong2|没:mei2|见:jian4|过:guo4|汤:tang1|姆:mu3|那:na4|么:me|生:sheng1|气:qi4|。:
49990,我母亲是个酒鬼。,simplified,我:wo3|母:mu3|亲:qin1|是:shi4|个:ge4|酒:jiu3|鬼:gui3|。:
49991,我就要成为百万富翁了。,simplified,我:wo3|就:jiu4|要:yao4|成:cheng2|为:wei2|百:bai3|万:wan4|富:fu4|翁:weng1|了:le|。:
49992,汤姆经常说梦话。,simplified,汤:tang1|姆:mu3|经:jing1|常:chang2|说:shuo1|梦:meng4|话:hua4|。:
49993,我们不住在波士顿。,simplified,我:wo3|们:men|不:bu2|住:zhu4|在:zai4|波:bo1|士:shi4|顿:dun4|。:
49994,我正在把价格涨一倍。,simplified,我:wo3|正:zheng4|在:zai4|把:ba3|价:jia4|格:ge2|涨:zhang3|一:yi2|倍:bei4|。:
49995,我跟不上汤姆。,simplified,我:wo3|跟:gen1|不:bu4|上:shang4|汤:tang1|姆:mu3|。:
49996,我试着说服汤姆回家。,simplified,我:wo3|试:shi4|着:zhe|说:shuo1|服:fu2|汤:tang1|姆:mu3|回:hui2|家:jia1|。:
49997,我真的不会唱。,neutral,我:wo3|真:zhen1|的:de|不:bu2|会:hui4|唱:chang4|。:
49998,我收到汤姆的一条紧急消息。,simplified,我:wo3|收:shou1|到:dao4|汤:tang1|姆:mu3|的:de|一:yi1|条:tiao2|紧:jin3|急:ji2|消:xiao1|息:xi1|。:
49999,汤姆很胖，是吧？,simplified,汤:tang1|姆:mu3|很:hen3|胖:pang4|，:|是:shi4|吧:ba|？:
50000,我想过扇你一巴掌。,neutral,我:wo3|想:xiang3|过:guo4|扇:shan4|你:ni3|一:yi1|巴:ba1|掌:zhang3|。:
50001,汤姆向其他人撒谎了。,simplified,汤:tang1|姆:mu3|向:xiang4|其:qi2|他:ta1|人:ren2|撒:sa1|谎:huang3|了:le|。:
50002,只要雨一停我们就走。,simplified,只:zhi3|要:yao4|雨:yu3|一:yi1|停:ting2|我:wo3|们:men|就:jiu4|走:zou3|。:
50003,我不是想要羞辱你。,neutral,我:wo3|不:bu2|是:shi4|想:xiang3|要:yao4|羞:xiu1|辱:ru3|你:ni3|。:
50004,我以为汤姆今晚有足球比赛。,simplified,我:wo3|以:yi3|为:wei2|汤:tang1|姆:mu3|今:jin1|晚:wan3|有:you3|足:zu2|球:qiu2|比:bi3|赛:sai4|。:
50005,我想要大家伙帮我个忙。,neutral,我:wo3|想:xiang3|要:yao4|大:da4|家:jia1|伙:huo|帮:bang1|我:wo3|个:ge4|忙:mang2|。:
50006,太难了。,neutral,太:tai4|难:nan2|了:le|。:
50007,一片寂静无声。,neutral,一:yi1|片:pian4|寂:ji4|静:jing4|无:wu2|声:sheng1|。:
50008,汤姆不傻。,simplified,汤:tang1|姆:mu3|不:bu4|傻:sha3|。:
50009,汤姆现在应该已经完成了。,simplified,汤:tang1|姆:mu3|现:xian4|在:zai4|应:ying1|该:gai1|已:yi3|经:jing1|完:wan2|成:cheng2|了:le|。:
50010,汤姆扔掉了他的旧书。,simplified,汤:tang1|姆:mu3|扔:reng1|掉:diao4|了:le|他:ta1|的:de|旧:jiu4|书:shu1|。:
50011,我想要我的晚餐送到房间里来。,simplified,我:wo3|想:xiang3|要:yao4|我:wo3|的:de|晚:wan3|餐:can1|送:song4|到:dao4|房:fang2|间:jian1|里:li3|来:lai2|。:
50012,我根本不需要这个。,neutral,我:wo3|根:gen1|本:ben3|不:bu4|需:xu1|要:yao4|这:zhe4|个:ge|。:
50013,汤姆听到了一声喊叫。,simplified,汤:tang1|姆:mu3|听:ting1|到:dao4|了:le|一:yi1|声:sheng1|喊:han3|叫:jiao4|。:
50014,我不会上当的。,neutral,我:wo3|不:bu2|会:hui4|上:shang4|当:dang4|的:de|。:
50015,汤姆让我告诉你他没有计划和你一起去波士顿。,simplified,汤:tang1|姆:mu3|让:rang4|我:wo3|告:gao4|诉:su4|你:ni3|他:ta1|没:mei2|有:you3|计:ji4|划:hua4|和:he2|你:ni3|一:yi4|起:qi3|去:qu4|波:bo1|士:shi4|顿:dun4|。:
50016,数十人仍然失踪。,neutral,数:shu4|十:shi2|人:ren2|仍:reng2|然:ran2|失:shi1|踪:zong1|。:
50017,我是足球的忠实粉丝。,simplified,我:wo3|是:shi4|足:zu2|球:qiu2|的:de|忠:zhong1|实:shi2|粉:fen3|丝:si1|。:
50018,她给他写了一封长信，但是他没有看。,simplified,她:ta1|给:gei3|他:ta1|写:xie3|了:le|一:yi1|封:feng1|长:zhang3|信:xin4|，:|但:dan4|是:shi4|他:ta1|没:mei2|有:you3|看:kan4|。:
50019,解决他们。,simplified,解:jie3|决:jue2|他:ta1|们:men|。:
50020,我把自己的鞋子扔掉了。,neutral,我:wo3|把:ba3|自:zi4|己:ji3|的:de|鞋:xie2|子:zi|扔:reng1|掉:diao4|了:le|。:
50021,汤姆大多一个人独处。,simplified,汤:tang1|姆:mu3|大:da4|多:duo1|一:yi2|个:ge4|人:ren2|独:du2|处:chu3|。:
50022,我甚至不能记起来汤姆长什么样。,simplified,我:wo3|甚:shen4|至:zhi4|不:bu4|能:neng2|记:ji4|起:qi3|来:lai2|汤:tang1|姆:mu3|长:zhang3|什:shen2|么:me|样:yang4|。:
50023,汤姆向我问起你。,simplified,汤:tang1|姆:mu3|向:xiang4|我:wo3|问:wen4|起:qi3|你:ni3|。:
50024,这片区域很少下雪。,neutral,这:zhe4|片:pian4|区:qu1|域:yu4|很:hen3|少:shao3|下:xia4|雪:xue3|。:
50025,以下是我们怎么做的。,simplified,以:yi3|下:xia4|是:shi4|我:wo3|们:men|怎:zen3|么:me|做:zuo4|的:de|。:
50026,为什么他们会需要那么做呢？,simplified,为:wei4|什:shen2|么:me|他:ta1|们:men|会:hui4|需:xu1|要:yao4|那:na4|么:me|做:zuo4|呢:ne|？:
50027,汤姆，我想要你来操作这一个。,simplified,汤:tang1|姆:mu3|，:|我:wo3|想:xiang3|要:yao4|你:ni3|来:lai2|操:cao1|作:zuo4|这:zhe4|一:yi2|个:ge4|。:
50028,你看起来什么都知道。,simplified,你:ni3|看:kan4|起:qi3|来:lai2|什:shen2|么:me|都:dou1|知:zhi1|道:dao4|。:
50029,他们全都来了。,simplified,他:ta1|们:men|全:quan2|都:dou1|来:lai2|了:le|。:
50030,我们没有收到过道歉。,simplified,我:wo3|们:men|没:mei2|有:you3|收:shou1|到:dao4|过:guo4|道:dao4|歉:qian4|。:
50031,她告诉了他自己相信占星术。,simplified,她:ta1|告:gao4|诉:su4|了:le|他:ta1|自:zi4|己:ji3|相:xiang1|信:xin4|占:zhan1|星:xing1|术:shu4|。:
50032,我们想要汤姆。,simplified,我:wo3|们:men|想:xiang3|要:yao4|汤:tang1|姆:mu3|。:
50033,我认为自己的法语相当流利。,simplified,我:wo3|认:ren4|为:wei2|自:zi4|己:ji3|的:de|法:fa3|语:yu3|相:xiang1|当:dang1|流:liu2|利:li4|。:
50034,我怎样报名参加呢？,simplified,我:wo3|怎:zen3|样:yang4|报:bao4|名:ming2|参:can1|加:jia1|呢:ne|？:
50035,我所想要的是一点平和和安静。,neutral,我:wo3|所:suo3|想:xiang3|要:yao4|的:de|是:shi4|一:yi4|点:dian3|平:ping2|和:he2|和:he2|安:an1|静:jing4|。:
50036,昨晚我玩得开心。,neutral,昨:zuo2|晚:wan3|我:wo3|玩:wan2|得:de2|开:kai1|心:xin1|。:
50037,我来问个有点傻的问题。,simplified,我:wo3|来:lai2|问:wen4|个:ge4|有:you3|点:dian3|傻:sha3|的:de|问:wen4|题:ti2|。:
50038,你能稍微告诉我关于自己的事情吗？,simplified,你:ni3|能:neng2|稍:shao1|微:wei1|告:gao4|诉:su4|我:wo3|关:guan1|于:yu2|自:zi4|己:ji3|的:de|事:shi4|情:qing2|吗:ma|？:
50039,他对我的研究提供建议。,simplified,他:ta1|对:dui4|我:wo3|的:de|研:yan2|究:jiu1|提:ti2|供:gong1|建:jian4|议:yi4|。:
50040,我会让你搭个便车。,simplified,我:wo3|会:hui4|让:rang4|你:ni3|搭:da1|个:ge4|便:bian4|车:che1|。:
50041,跟你没半毛钱关系。,simplified,跟:gen1|你:ni3|没:mei2|半:ban4|毛:mao2|钱:qian2|关:guan1|系:xi4|。:
50042,这好比大海捞针。,simplified,这:zhe4|好:hao3|比:bi3|大:da4|海:hai3|捞:lao1|针:zhen1|。:
50043,你感觉不舒服吗？,simplified,你:ni3|感:gan3|觉:jue2|不:bu4|舒:shu1|服:fu2|吗:ma|？:
50044,稍微随意一点。,neutral,稍:shao1|微:wei1|随:sui2|意:yi4|一:yi4|点:dian3|。:
50045,我们被逼得走投无路了。,simplified,我:wo3|们:men|被:bei4|逼:bi1|得:de2|走:zou3|投:tou2|无:wu2|路:lu4|了:le|。:
50046,你早该睡了。,simplified,你:ni3|早:zao3|该:gai1|睡:shui4|了:le|。:
50047,釜底游鱼。,simplified,釜:fu3|底:di3|游:you2|鱼:yu2|。:
50048,我饿得跟饿虎扑羊似的。,simplified,我:wo3|饿:e4|得:de2|跟:gen1|饿:e4|虎:hu3|扑:pu1|羊:yang2|似:shi4|的:de|。:
50049,他是我的如意郎君。,neutral,他:ta1|是:shi4|我:wo3|的:de|如:ru2|意:yi4|郎:lang2|君:jun1|。:
50050,他不过是个无名小卒而已。,neutral,他:ta1|不:bu4|过:guo4|是:shi4|个:ge4|无:wu2|名:ming2|小:xiao3|卒:zu2|而:er2|已:yi3|。:
50051,山上无老虎，猴子称大王。,neutral,山:shan1|上:shang4|无:wu2|老:lao3|虎:hu3|，:|猴:hou2|子:zi|称:cheng1|大:da4|王:wang2|。:
50052,覆水难收。,neutral,覆:fu4|水:shui3|难:nan2|收:shou1|。:
50053,甲之蜜糖，乙之砒霜。,neutral,甲:jia3|之:zhi1|蜜:mi4|糖:tang2|，:|乙:yi3|之:zhi1|砒:pi1|霜:shuang1|。:
50054,完美！,neutral,完:wan2|美:mei3|！:
50055,很棒！,neutral,很:hen3|棒:bang4|！:
50056,听着。,neutral,听:ting1|着:zhe|。:
50057,停止发牢骚吧。,simplified,停:ting2|止:zhi3|发:fa1|牢:lao2|骚:sao1|吧:ba|。:
50058,金钱万能。,simplified,金:jin1|钱:qian2|万:wan4|能:neng2|。:
50059,请抓紧时间。,simplified,请:qing3|抓:zhua1|紧:jin3|时:shi2|间:jian1|。:
50060,当心！,neutral,当:dang1|心:xin1|！:
50061,去清洗一下。,neutral,去:qu4|清:qing1|洗:xi3|一:yi1|下:xia4|。:
50062,让我来。,simplified,让:rang4|我:wo3|来:lai2|。:
50063,请上船！,simplified,请:qing3|上:shang4|船:chuan2|！:
50064,仔细听着。,simplified,仔:zi3|细:xi4|听:ting1|着:zhe|。:
50065,干活慢点。,neutral,干:gan4|活:huo2|慢:man4|点:dian3|。:
50066,开车慢点。,simplified,开:kai1|车:che1|慢:man4|点:dian3|。:
50067,让开。,simplified,让:rang4|开:kai1|。:
50068,耐心等着。,neutral,耐:nai4|心:xin1|等:deng3|着:zhe|。:
50069,爱谁谁。,simplified,爱:ai4|谁:shui2|谁:shui2|。:
50070,好好学习。,simplified,好:hao3|好:hao3|学:xue2|习:xi2|。:
50071,快点。,neutral,快:kuai4|点:dian3|。:
50072,你好，汤姆。,simplified,你:ni3|好:hao3|，:|汤:tang1|姆:mu3|。:
50073,规矩点。,simplified,规:gui1|矩:ju3|点:dian3|。:
50074,不要说话了。,simplified,不:bu2|要:yao4|说:shuo1|话:hua4|了:le|。:
50075,多少年过去了。,neutral,多:duo1|少:shao3|年:nian2|过:guo4|去:qu4|了:le|。:
50076,改邪归正。,neutral,改:gai3|邪:xie2|归:gui1|正:zheng4|。:
50077,抓住他。,neutral,抓:zhua1|住:zhu4|他:ta1|。:
50078,他来试试。,simplified,他:ta1|来:lai2|试:shi4|试:shi4|。:
50079,他提速了。,neutral,他:ta1|提:ti2|速:su4|了:le|。:
50080,她试过了。,simplified,她:ta1|试:shi4|过:guo4|了:le|。:
50081,她笑了。,neutral,她:ta1|笑:xiao4|了:le|。:
50082,她哭了。,neutral,她:ta1|哭:ku1|了:le|。:
50083,她在行走。,neutral,她:ta1|在:zai4|行:xing2|走:zou3|。:
50084,真疼。,neutral,真:zhen1|疼:teng2|。:
50085,转过来。,simplified,转:zhuan3|过:guo4|来:lai2|。:
50086,向右转。,simplified,向:xiang4|右:you4|转:zhuan3|。:
50087,还是要说谢谢的。,simplified,还:hai2|是:shi4|要:yao4|说:shuo1|谢:xie4|谢:xie4|的:de|。:
50088,事情难免会发生。,simplified,事:shi4|情:qing2|难:nan2|免:mian3|会:hui4|发:fa1|生:sheng1|。:
50089,吻我。,neutral,吻:wen3|我:wo3|。:
50090,住手。,neutral,住:zhu4|手:shou3|。:
50091,他跑了。,neutral,他:ta1|跑:pao3|了:le|。:
50092,你跑。,neutral,你:ni3|跑:pao3|。:
50093,他跑。,neutral,他:ta1|跑:pao3|。:
50094,有人来了。,simplified,有:you3|人:ren2|来:lai2|了:le|。:
50095,继续听。,simplified,继:ji4|续:xu4|听:ting1|。:
50096,相信我。,neutral,相:xiang1|信:xin4|我:wo3|。:
50097,给我香槟，谢谢。,simplified,给:gei3|我:wo3|香:xiang1|槟:bin1|，:|谢:xie4|谢:xie4|。:
50098,每个人都会说谎。,simplified,每:mei3|个:ge4|人:ren2|都:dou1|会:hui4|说:shuo1|谎:huang3|。:
50099,汤姆脸红了。,simplified,汤:tang1|姆:mu3|脸:lian3|红:hong2|了:le|。:
50100,现实点！,simplified,现:xian4|实:shi2|点:dian3|！:
50101,汤姆不见了。,simplified,汤:tang1|姆:mu3|不:bu2|见:jian4|了:le|。:
50102,念这个。,neutral,念:nian4|这:zhe4|个:ge|。:
50103,开火！,neutral,开:kai1|火:huo3|！:
50104,跳进来。,simplified,跳:tiao4|进:jin4|来:lai2|。:
50105,汤姆睡过头了。,simplified,汤:tang1|姆:mu3|睡:shui4|过:guo4|头:tou2|了:le|。:
50106,戒掉赌博吧。,simplified,戒:jie4|掉:diao4|赌:du3|博:bo2|吧:ba|。:
50107,四处看看。,simplified,四:si4|处:chu4|看:kan4|看:kan4|。:
50108,不会吧。,neutral,不:bu2|会:hui4|吧:ba|。:
50109,醒醒吧。,neutral,醒:xing3|醒:xing3|吧:ba|。:
50110,好时机。,neutral,好:hao3|时:shi2|机:ji1|。:
50111,坚持。,simplified,坚:jian1|持:chi2|。:
50112,狗会叫。,neutral,狗:gou3|会:hui4|叫:jiao4|。:
50113,他们赢了。,simplified,他:ta1|们:men|赢:ying2|了:le|。:
50114,保持警惕。,neutral,保:bao3|持:chi2|警:jing3|惕:ti4|。:
50115,欢迎回来。,simplified,欢:huan1|迎:ying2|回:hui2|来:lai2|。:
50116,继续努力。,simplified,继:ji4|续:xu4|努:nu3|力:li4|。:
50117,看那里。,neutral,看:kan4|那:na4|里:li3|。:
50118,叫保安来！,simplified,叫:jiao4|保:bao3|安:an1|来:lai2|！:
50119,别再插手。,neutral,别:bie2|再:zai4|插:cha1|手:shou3|。:
50120,打电话回家！,simplified,打:da3|电:dian4|话:hua4|回:hui2|家:jia1|！:
50121,没人问过。,simplified,没:mei2|人:ren2|问:wen4|过:guo4|。:
50122,别再念了。,neutral,别:bie2|再:zai4|念:nian4|了:le|。:
50123,来加入我们吧。,simplified,来:lai2|加:jia1|入:ru4|我:wo3|们:men|吧:ba|。:
50124,我迷失了。,neutral,我:wo3|迷:mi2|失:shi1|了:le|。:
50125,请重新考虑一下。,simplified,请:qing3|重:chong2|新:xin1|考:kao3|虑:lv4|一:yi1|下:xia4|。:
50126,趴着！,neutral,趴:pa1|着:zhe|！:
50127,继续看。,simplified,继:ji4|续:xu4|看:kan4|。:
50128,躺着不动。,neutral,躺:tang3|着:zhe|不:bu4|动:dong4|。:
50129,赶快回家。,neutral,赶:gan3|快:kuai4|回:hui2|家:jia1|。:
50130,量力而行。,neutral,量:liang4|力:li4|而:er2|行:xing2|。:
50131,放开他。,neutral,放:fang4|开:kai1|他:ta1|。:
50132,往后站！,neutral,往:wang3|后:hou4|站:zhan4|！:
50133,所有人都注意到了。,neutral,所:suo3|有:you3|人:ren2|都:dou1|注:zhu4|意:yi4|到:dao4|了:le|。:
50134,等一下！,neutral,等:deng3|一:yi1|下:xia4|！:
50135,我要咖啡，谢谢。,simplified,我:wo3|要:yao4|咖:ka1|啡:fei1|，:|谢:xie4|谢:xie4|。:
50136,别再喊叫了！,neutral,别:bie2|再:zai4|喊:han3|叫:jiao4|了:le|！:
50137,多美啊！,neutral,多:duo1|美:mei3|啊:a|！:
50138,多怪啊！,neutral,多:duo1|怪:guai4|啊:a|！:
50139,多可爱啊！,simplified,多:duo1|可:ke3|爱:ai4|啊:a|！:
50140,留着吧。,neutral,留:liu2|着:zhe|吧:ba|。:
50141,拿走吧。,neutral,拿:na2|走:zou3|吧:ba|。:
50142,联系我们。,simplified,联:lian2|系:xi4|我:wo3|们:men|。:
50143,和气点。,neutral,和:he2|气:qi4|点:dian3|。:
50144,友善点。,neutral,友:you3|善:shan4|点:dian3|。:
50145,公平点。,neutral,公:gong1|平:ping2|点:dian3|。:
50146,冷静点。,neutral,冷:leng3|静:jing4|点:dian3|。:
50147,我们笑了。,simplified,我:wo3|们:men|笑:xiao4|了:le|。:
50148,一边站着。,neutral,一:yi1|边:bian1|站:zhan4|着:zhe|。:
50149,请唱歌。,simplified,请:qing3|唱:chang4|歌:ge1|。:
50150,别再盯着了。,neutral,别:bie2|再:zai4|盯:ding1|着:zhe|了:le|。:
50151,来感受一下这个。,simplified,来:lai2|感:gan3|受:shou4|一:yi1|下:xia4|这:zhe4|个:ge|。:
50152,请跟着我们。,simplified,请:qing3|跟:gen1|着:zhe|我:wo3|们:men|。:
50153,找到汤姆。,simplified,找:zhao3|到:dao4|汤:tang1|姆:mu3|。:
50154,抓住那个。,neutral,抓:zhua1|住:zhu4|那:na4|个:ge|。:
50155,抓住这个。,neutral,抓:zhua1|住:zhu4|这:zhe4|个:ge|。:
50156,抓住汤姆。,simplified,抓:zhua1|住:zhu4|汤:tang1|姆:mu3|。:
50157,停火。,neutral,停:ting2|火:huo3|。:
50158,我住这个。,neutral,我:wo3|住:zhu4|这:zhe4|个:ge|。:
50159,停止射击。,simplified,停:ting2|止:zhi3|射:she4|击:ji1|。:
50160,停手！,neutral,停:ting2|手:shou3|！:
50161,“一家之主”是一份专业工作、事业和使命。,simplified,“:|一:yi1|家:jia1|之:zhi1|主:zhu3|”:|是:shi4|一:yi1|份:fen4|专:zhuan1|业:ye4|工:gong1|作:zuo4|、:|事:shi4|业:ye4|和:he2|使:shi3|命:ming4|。:
50162,他是一位专职牙医。,simplified,他:ta1|是:shi4|一:yi1|位:wei4|专:zhuan1|职:zhi2|牙:ya2|医:yi1|。:
50163,别辞掉你的正职。,neutral,别:bie2|辞:ci2|掉:diao4|你:ni3|的:de|正:zheng4|职:zhi2|。:
50164,他的政治生涯完蛋了。,neutral,他:ta1|的:de|政:zheng4|治:zhi4|生:sheng1|涯:ya2|完:wan2|蛋:dan4|了:le|。:
50165,汤姆鬼鬼祟祟地遛近了玛丽身后。,simplified,汤:tang1|姆:mu3|鬼:gui3|鬼:gui3|祟:sui4|祟:sui4|地:di4|遛:liu2|近:jin4|了:le|玛:ma3|丽:li4|身:shen1|后:hou4|。:
50166,汤姆兴奋不已。,simplified,汤:tang1|姆:mu3|兴:xing1|奋:fen4|不:bu4|已:yi3|。:
50167,汤姆惊恐地盯着。,simplified,汤:tang1|姆:mu3|惊:jing1|恐:kong3|地:di4|盯:ding1|着:zhe|。:
50168,我听到一辆车停了下来。,simplified,我:wo3|听:ting1|到:dao4|一:yi1|辆:liang4|车:che1|停:ting2|了:le|下:xia4|来:lai2|。:
50169,我会留疤吗？,simplified,我:wo3|会:hui4|留:liu2|疤:ba1|吗:ma|？:
50170,汤姆的支票被退票了。,simplified,汤:tang1|姆:mu3|的:de|支:zhi1|票:piao4|被:bei4|退:tui4|票:piao4|了:le|。:
50171,你会东山再起的。,simplified,你:ni3|会:hui4|东:dong1|山:shan1|再:zai4|起:qi3|的:de|。:
50172,你问过汤姆了？,simplified,你:ni3|问:wen4|过:guo4|汤:tang1|姆:mu3|了:le|？:
50173,我打了汤姆。,simplified,我:wo3|打:da3|了:le|汤:tang1|姆:mu3|。:
50174,量下体温看看？,neutral,量:liang4|下:xia4|体:ti3|温:wen1|看:kan4|看:kan4|？:
50175,汤姆输了。,simplified,汤:tang1|姆:mu3|输:shu1|了:le|。:
50176,寒假什么时候开始？,neutral,寒:han2|假:jia4|什:shen2|么:me|时:shi2|候:hou4|开:kai1|始:shi3|？:
50177,专业是什么？,simplified,专:zhuan1|业:ye4|是:shi4|什:shen2|么:me|？:
50178,你的专业是什么？,simplified,你:ni3|的:de|专:zhuan1|业:ye4|是:shi4|什:shen2|么:me|？:
50179,我很乐意去。,neutral,我:wo3|很:hen3|乐:le4|意:yi4|去:qu4|。:
50180,汤姆脸色煞白。,simplified,汤:tang1|姆:mu3|脸:lian3|色:se4|煞:sha4|白:bai2|。:
50181,汤姆很悠闲。,simplified,汤:tang1|姆:mu3|很:hen3|悠:you1|闲:xian2|。:
50182,汤姆很马虎。,simplified,汤:tang1|姆:mu3|很:hen3|马:ma3|虎:hu3|。:
50183,汤姆很挑长相。,simplified,汤:tang1|姆:mu3|很:hen3|挑:tiao1|长:zhang3|相:xiang4|。:
50184,汤姆喜欢脸长得漂亮的。,simplified,汤:tang1|姆:mu3|喜:xi3|欢:huan1|脸:lian3|长:zhang3|得:de2|漂:piao4|亮:liang4|的:de|。:
50185,今晚有什么计划吗？,simplified,今:jin1|晚:wan3|有:you3|什:shen2|么:me|计:ji4|划:hua4|吗:ma|？:
50186,打电话给汤姆。,simplified,打:da3|电:dian4|话:hua4|给:gei3|汤:tang1|姆:mu3|。:
50187,琳达喜欢吃巧克力。,simplified,琳:lin2|达:da2|喜:xi3|欢:huan1|吃:chi1|巧:qiao3|克:ke4|力:li4|。:
50188,莎拉夏天的时候拍了那张山的照片。,simplified,莎:sha1|拉:la1|夏:xia4|天:tian1|的:de|时:shi2|候:hou4|拍:pai1|了:le|那:na4|张:zhang1|山:shan1|的:de|照:zhao4|片:pian1|。:
50189,如果错了就再试试看。,simplified,如:ru2|果:guo3|错:cuo4|了:le|就:jiu4|再:zai4|试:shi4|试:shi4|看:kan4|。:
50190,靠！,neutral,靠:kao4|！:
50191,您说德语吗？,simplified,您:nin2|说:shuo1|德:de2|语:yu3|吗:ma|？:
50192,国际妇女节快乐！,simplified,国:guo2|际:ji4|妇:fu4|女:nv3|节:jie2|快:kuai4|乐:le4|！:
50193,鲁克，我是你爹。,simplified,鲁:lu3|克:ke4|，:|我:wo3|是:shi4|你:ni3|爹:die1|。:
50194,请一定要看！,simplified,请:qing3|一:yi2|定:ding4|要:yao4|看:kan4|！:
50195,时间到了。,simplified,时:shi2|间:jian1|到:dao4|了:le|。:
50196,开始下大雨了。,neutral,开:kai1|始:shi3|下:xia4|大:da4|雨:yu3|了:le|。:
50197,男女消除压力的方法不同。女人们大多与别人聊天，而男人们大多喝烈酒。,simplified,男:nan2|女:nv3|消:xiao1|除:chu2|压:ya1|力:li4|的:de|方:fang1|法:fa3|不:bu4|同:tong2|。:|女:nv3|人:ren2|们:men|大:da4|多:duo1|与:yu3|别:bie2|人:ren2|聊:liao2|天:tian1|，:|而:er2|男:nan2|人:ren2|们:men|大:da4|多:duo1|喝:he1|烈:lie4|酒:jiu3|。:
50198,以前我总是亲笔写信，而现在我利用文档处理程序。,simplified,以:yi3|前:qian2|我:wo3|总:zong3|是:shi4|亲:qin1|笔:bi3|写:xie3|信:xin4|，:|而:er2|现:xian4|在:zai4|我:wo3|利:li4|用:yong4|文:wen2|档:dang4|处:chu3|理:li3|程:cheng2|序:xu4|。:
50199,开始！,neutral,开:kai1|始:shi3|！:
50200,你经常说谎的话，别人就再也不会相信你的话了。,simplified,你:ni3|经:jing1|常:chang2|说:shuo1|谎:huang3|的:de|话:hua4|，:|别:bie2|人:ren2|就:jiu4|再:zai4|也:ye3|不:bu2|会:hui4|相:xiang1|信:xin4|你:ni3|的:de|话:hua4|了:le|。:
50201,好。,neutral,好:hao3|。:
50202,不。,neutral,不:bu4|。:
50203,以前他们有时会听经典音乐。,simplified,以:yi3|前:qian2|他:ta1|们:men|有:you3|时:shi2|会:hui4|听:ting1|经:jing1|典:dian3|音:yin1|乐:yue4|。:
50204,谢谢。,simplified,谢:xie4|谢:xie4|。:
50205,火！,neutral,火:huo3|！:
50206,生活很美好。,neutral,生:sheng1|活:huo2|很:hen3|美:mei3|好:hao3|。:
50207,最好的财富是知识，一般的财富是孩子，最小的财富是物质。,simplified,最:zui4|好:hao3|的:de|财:cai2|富:fu4|是:shi4|知:zhi1|识:shi2|，:|一:yi4|般:ban1|的:de|财:cai2|富:fu4|是:shi4|孩:hai2|子:zi|，:|最:zui4|小:xiao3|的:de|财:cai2|富:fu4|是:shi4|物:wu4|质:zhi4|。:
50208,妈妈在哪儿？,simplified,妈:ma1|妈:ma1|在:zai4|哪:na3|儿:er2|？:
50209,感谢学习我们的语言。,simplified,感:gan3|谢:xie4|学:xue2|习:xi2|我:wo3|们:men|的:de|语:yu3|言:yan2|。:
50210,安静！,neutral,安:an1|静:jing4|！:
